Country,Region,Site,Zone ,Latitude (DD),Longitude (DD),Period,Phase,Start BP,End BP,Radiocarbon Dates (BP),Sourc(es),Table(s) Included,Total Chipped Stone,Total Chert ,Total Obsidian,Total Blade,Total Obstdion/Total Chipped Stone,Blade Ratio (Total Blades/Total Obsidian),Blade Ratio (Total Blades/Total Chipped Stone),P&G Platform,P&G Ratio,Notes,Comments,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 35e,A,18.44108889,-97.54069722,Classical-Postclassic,Venta Salada,1300,460,,Byers 1967,"1,6,8,10,12",108,29,63,63,0.583333333,1,0.583333333,23,,from zone A,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 367,A,18.08658889,-97.12970556,Classical-Postclassic,Venta Salada,1300,460,,Byers 1967,"1,8",21,7,14,14,0.666666667,1,0.666666667,6,,from zone A,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 367,A,18.08658889,-97.12970556,Classical-Postclassic,Venta Salada,1300,460,,Byers 1967,"6,12",7,6,1,0,0.142857143,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368w,A,18.08658889,-97.12970556,Classical-Postclassic,Venta Salada,1300,460,,Byers 1967,"1,6,8,10",32,3,20,19,0.625,0.95,0.59375,6,,from zone A,,,,,,,,,,,
Mexico,Morelos,Chalcatzingo,PC-1d,18.67669444,-98.77031667,Midle Formative,Cantera,2650,2450,na,Hirth in Cyphers and Hirth (2008),"2,9.",1870,334,1536,942,0.821390374,0.61328125,0.503743316,,,,,,,,,,,,,,
Mexico,Morelos,Chalcatzingo,S39,18.67669444,-98.77031667,Midle Formative,Cantera,2650,2450,na,Hirth in Cyphers and Hirth (2008),"2,9.",622,191,431,82,0.692926045,0.19025522,0.131832797,,,,,,,,,,,,,,
Mexico,Morelos,Chalcatzingo,T9a,18.67669444,-98.77031667,Midle Formative,Cantera,2650,2450,na,Hirth in Cyphers and Hirth (2008),"2,9.",143,53,90,30,0.629370629,0.333333333,0.20979021,,,,,,,,,,,,,,
Mexico,Morelos,Chalcatzingo,T9b,18.67669444,-98.77031667,Midle Formative,Barranca,3050,2650,na,Hirth in Cyphers and Hirth (2008),"2,9.",167,40,127,46,0.760479042,0.362204724,0.275449102,,,,,,,,,,,,,,
Mexico,Morelos,Chalcatzingo,T11,18.67669444,-98.77031667,Midle Formative,Cantera,2650,2650,na,Hirth in Cyphers and Hirth (2008),"2,9.",128,62,66,20,0.515625,0.303030303,0.15625,,,,,,,,,,,,,,
Mexico,Morelos,Chalcatzingo,T23,18.67669444,-98.77031667,Midle Formative,Cantera,2650,2650,na,Hirth in Cyphers and Hirth (2008),"2,9.",502,57,445,176,0.886454183,0.395505618,0.35059761,,,,,,,,,,,,,,
Mexico,Morelos,Chalcatzingo,T24,18.67669444,-98.77031667,Midle Formative,Cantera,2650,2650,na,Hirth in Cyphers and Hirth (2008),"2,9.",2042,229,1813,1060,0.887855044,0.584666299,0.519098923,,,,,,,,,,,,,,
Mexico,Morelos,Chalcatzingo,T25,18.67669444,-98.77031667,Midle Formative,Barranca/Cantera,3050,2650,na,Hirth in Cyphers and Hirth (2008),"2,9.",469,41,428,133,0.912579957,0.310747664,0.28358209,,,,,,,,,,,,,,
Mexico,Morelos,Chalcatzingo,Taller T37,18.67669444,-98.77031667,Midle Formative,na,na,na,na,Hirth in Cyphers and Hirth (2008),"2,9.",28478,90,28388,13247,0.996839666,0.466640834,0.465166093,,,,,,,,,,,,,,
Guatemala,Petén Basin,Tikal,na,17.22209444,-89.62361389,Classic,na,1700,1100,,Moholy-Nagy in Gaxiola G. and Clark (1989),1,na,na,56352,11057,na,0.196213089,na,,,,,,,,,,,,,,
Belize,Corozal District,Cerros,Operation 1,18.35833333,-88.35194444,Late Preclassic,na,2250,1650,,Mitchum in Gaxiola G. and Clark (1989),3,202,na,na,60,na,na,0.297029703,,,,,,,,,,,,,,
Belize,Corozal District,Cerros,Operation 34,18.35833333,-88.35194444,Late Preclassic,na,2250,1650,,Mitchum in Gaxiola G. and Clark (1989),3,197,na,na,95,na,na,0.482233503,,,,,,,,,,,,,,
Mexico,Morelos,Xochicalco,Operation G,18.80073333,-99.29627778,Goberador(Epiclassic),,1300,1050,1093±63,Hirth (2006),"2.2,3.2, 7.1,7.2,7.4,7.5,7.6,7.7",107595,603,"106,988",4,32288,0.994358474,0.301790855,0.300088294,,,,Workshop,"dates from AD 650-900, called goberador(epiclassic period), selected operations GHIK becasue they have radiocarbon dates and a listed cronology insted of this large range range, look at table 12.2 for more info on sites",,,,,,,,
Mexico,Morelos,Xochicalco,Operation H,18.80066389,-99.29744444,Goberador(Epiclassic),,1300,1050,1359±157,Hirth (2006),"2.2,3.2,6.1,6.2,",159592,13094,"136,826",9672,66385,0.857348739,0.485178256,0.415966966,,,,Workshop,"three radiocarbon dates were listed from this area, I chose to use the onne with the largest range that covered the most dates listed",,,,,,,,
Mexico,Morelos,Xochicalco,Operation I,18.80074444,-99.2954,Goberador(Epiclassic),,1300,1050,1166±89,Hirth (2006),"2.2,3.2,6.1,6.2,",63252,3390,59782,80,20899,0.945140075,0.349586832,0.330408525,,,,Workshop,"four radiocarbon dates were listed from this area, I chose to use the one with the largest range that covered the most dates listed",,,,,,,,
Mexico,Morelos,Xochicalco,Operation K,18.80070833,-99.29485833,Goberador(Epiclassic),,1300,1050,1288±84,Hirth (2006),"2.2,3.2,6.1,6.2,",38650,7349,27488,3813,13506,0.711203105,0.491341676,0.349443726,,,,Workshop,"four radiocarbon dates were listed from this area, I chose to use the one with the largest range that covered the most dates listed",,,,,,,,
Mexico,Morelos,Xochicalco,Operation A,18.81086389,-99.29503056,Goberador(Epiclassic),,1300,1050,n/a,Hirth (2006),"2.2,3.2,6.1,6.2,",33133,2056,31062,15,11127,0.937494341,0.358219046,0.335828328,,,,Workshop,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A","Level 3, F.1",19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,N/a,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",25,1,24,20,0.96,0.833333333,0.8,3,0.15,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A","Level 4-5, F.1",19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,N/a,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",58,1,57,36,0.982758621,0.631578947,0.620689655,6,0.166666667,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A",Level 5,19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,N/a,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",278,5,273,172,0.982014388,0.63003663,0.618705036,31,0.180232558,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A",Level 8,19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,850±90,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",146,1,145,75,0.993150685,0.517241379,0.51369863,14,0.186666667,,Two basalt artifacts were found here one was a prismatic blade the other a flake,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A",Level 10,19.26472222,-98.8975,Early Postclassic,Early Toltec,1200,950,1230±70; 1390±90,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",920,0,920,400,1,0.434782609,0.434782609,128,0.32,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A",Level 12,19.26472222,-98.8975,Early Postclassic,Early Toltec,1200,950,1350±70,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",154,0,154,77,1,0.5,0.5,16,0.207792208,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A","Level 13-14, F.2",19.26472222,-98.8975,Early Postclassic,Early Toltec,1200,950,1420±110,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",153,0,153,73,1,0.477124183,0.477124183,16,0.219178082,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A","Level 13-14, F.3",19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,710±70,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",19,0,19,16,1,0.842105263,0.842105263,1,0.0625,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A",Level 14,19.26472222,-98.8975,Early Postclassic,Early Toltec,1200,950,1230±70,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",353,4,349,184,0.988668555,0.52722063,0.521246459,33,0.179347826,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A",Level 15,19.26472222,-98.8975,Early Postclassic,Early Toltec,1200,950,1470±90,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",86,1,85,54,0.988372093,0.635294118,0.627906977,12,0.222222222,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A",Level 17,19.26472222,-98.8975,Early Postclassic,Early Toltec,1200,950,1480±100,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",64,0,64,29,1,0.453125,0.453125,3,0.103448276,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit B",Level 5,19.26472222,-98.8975,Late Postclassic,Late Aztec,550,431,N/a,Hodge(2008),"2.1, 11.1, 11.2, 11.4.",73,2,71,47,0.97260274,0.661971831,0.643835616,11,0.234042553,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit B",Level 6,19.26472222,-98.8975,Late Postclassic,Late Aztec,550,431,N/a,Hodge(2008),"2.1, 11.1, 11.2, 11.4.",278,1,277,174,0.996402878,0.628158845,0.625899281,22,0.126436782,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit B","Level 8-9, F.2",19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,N/a,Hodge(2008),"2.1, 11.2, 11.4.",25,0,25,17,1,0.68,0.68,N/A,N/A,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit B",Level 9,19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,580±60,Hodge(2008),"2.1, 11.2, 11.4.",485,5,480,325,0.989690722,0.677083333,0.670103093,90,0.276923077,,one basalt flake was found here,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit B",Level 13,19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,590±60,Hodge(2008),"2.1, 11.1, 11.2, 11.4.",299,5,294,192,0.983277592,0.653061224,0.642140468,59,0.307291667,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit B",Level 14,19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,54±60,Hodge(2008),"2.1, 11.1, 11.2, 11.4.",218,3,215,106,0.986238532,0.493023256,0.486238532,38,0.358490566,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit B",Level 16,19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,760±70,Hodge(2008),"2.1, 11.1, 11.2, 11.4.",351,5,346,192,0.985754986,0.554913295,0.547008547,66,0.34375,,crested blade of basalt,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 1, Surface",19.55222222,-97.48833333,,,2250,1450,,Cook in Mirambell and Arratia (2014),"Cuadro 1, 3.",n/a,n/a,19240,2251,na,0.116995842,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 1, Ia",19.55222222,-97.48833333,,,2250,1450,,Cook in Mirambell and Arratia (2014),"Cuadro 1, 3.",n/a,n/a,64450,3890,na,0.060356866,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 1, Ib",19.55222222,-97.48833333,,,2250,1450,,Cook in Mirambell and Arratia (2014),"Cuadro 1, 3.",n/a,n/a,6995,1559,na,0.222873481,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 1, IIa",19.55222222,-97.48833333,,,2250,1450,,Cook in Mirambell and Arratia (2014),"Cuadro 1, 3.",n/a,n/a,6083,1012,na,0.16636528,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 1, Iib",19.55222222,-97.48833333,,,2250,1450,,Cook in Mirambell and Arratia (2014),"Cuadro 1, 3.",n/a,n/a,2668,1115,na,0.417916042,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 1, Iic",19.55222222,-97.48833333,,,2250,1450,,Cook in Mirambell and Arratia (2014),"Cuadro 1, 3.",n/a,n/a,2604,388,na,0.149001536,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 1, IIIa",19.55222222,-97.48833333,,,2250,1450,,Cook in Mirambell and Arratia (2014),"Cuadro 1, 3.",n/a,n/a,7482,2136,na,0.285485164,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 1,IIIb",19.55222222,-97.48833333,,,2250,1450,,Cook in Mirambell and Arratia (2014),"Cuadro 1, 3.",n/a,n/a,10101,2390,na,0.236610237,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 1, IIIc",19.55222222,-97.48833333,,,2250,1450,,Cook in Mirambell and Arratia (2014),"Cuadro 1, 3.",n/a,n/a,39556,4672,na,0.118111032,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 1,IIId",19.55222222,-97.48833333,,,2250,1450,,Cook in Mirambell and Arratia (2014),"Cuadro 1, 3.",n/a,n/a,8785,1411,na,0.160614684,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 1, IIIe",19.55222222,-97.48833333,,,2250,1450,,Cook in Mirambell and Arratia (2014),"Cuadro 1, 3.",n/a,n/a,12360,1640,na,0.132686084,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 1, IIIf",19.55222222,-97.48833333,,,2250,1450,,Cook in Mirambell and Arratia (2014),"Cuadro 1, 3.",n/a,n/a,13987,1876,na,0.134124544,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 1,IIIg",19.55222222,-97.48833333,,,2250,1450,,Cook in Mirambell and Arratia (2014),"Cuadro 1, 3.",n/a,n/a,8265,499,na,0.060375076,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 1, IIIh",19.55222222,-97.48833333,,,2250,1450,,Cook in Mirambell and Arratia (2014),"Cuadro 1, 3.",n/a,n/a,174,35,na,0.201149425,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 1, Iva",19.55222222,-97.48833333,,,2250,1450,,Cook in Mirambell and Arratia (2014),"Cuadro 1, 3.",n/a,n/a,22348,2469,na,0.110479685,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 1, Ivb",19.55222222,-97.48833333,,,2250,1450,,Cook in Mirambell and Arratia (2014),"Cuadro 1, 3.",n/a,n/a,9531,1108,na,0.11625223,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 2, Surface",19.55316667,-97.49152778,,,2350,1200,,Cook in Mirambell and Arratia (2014),Cuadro 6.,n/a,n/a,2823,400,na,0.141693234,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 2, I",19.55316667,-97.49152778,,,2350,1200,,Cook in Mirambell and Arratia (2014),Cuadro 6.,n/a,n/a,658300,38976,na,0.059207048,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 2, I-IV",19.55316667,-97.49152778,,,2350,1200,,Cook in Mirambell and Arratia (2014),Cuadro 6.,n/a,n/a,723,116,na,0.1604426,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 2, II",19.55316667,-97.49152778,,,2350,1200,,Cook in Mirambell and Arratia (2014),Cuadro 6.,n/a,n/a,53023,2300,na,0.043377402,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 2, III",19.55316667,-97.49152778,,,2350,1200,,Cook in Mirambell and Arratia (2014),Cuadro 6.,n/a,n/a,688009,43001,na,0.062500636,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 2, IV",19.55316667,-97.49152778,,,2350,1200,,Cook in Mirambell and Arratia (2014),Cuadro 6.,n/a,n/a,149811,12628,na,0.084292876,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 2, V",19.55316667,-97.49152778,,,2350,1200,,Cook in Mirambell and Arratia (2014),Cuadro 6.,n/a,n/a,216042,8136,na,0.037659344,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 2, VI",19.55316667,-97.49152778,,,2350,1200,,Cook in Mirambell and Arratia (2014),Cuadro 6.,n/a,n/a,328,76,na,0.231707317,n/a,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 3, Capa I",19.55461111,-97.49344444,,,1900,1350,,Cook in Mirambell and Arratia (2014),Cuadro 8.,n/a,n/a,9246,2904,na,0.314081765,,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 3, Capa I-III",19.55461111,-97.49344444,,,1900,1350,,Cook in Mirambell and Arratia (2014),Cuadro 8.,n/a,n/a,581,138,na,0.237521515,,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 3, Capa II",19.55461111,-97.49344444,,,1900,1350,,Cook in Mirambell and Arratia (2014),Cuadro 8.,n/a,n/a,7708,1962,na,0.254540737,,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 3, Capa III",19.55461111,-97.49344444,,,1900,1350,,Cook in Mirambell and Arratia (2014),Cuadro 8.,n/a,n/a,467,162,na,0.346895075,,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 4, Surface",19.55269444,-97.49497222,,,1900,1350,,Cook in Mirambell and Arratia (2014),Cuadro 9.,n/a,n/a,170,52,na,0.305882353,,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 4, Capa I",19.55269444,-97.49497222,,,1900,1350,,Cook in Mirambell and Arratia (2014),Cuadro 9.,n/a,n/a,400116,42154,na,0.105354447,,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 4, Capa II",19.55269444,-97.49497222,,,1900,1350,,Cook in Mirambell and Arratia (2014),Cuadro 9.,n/a,n/a,49719,7874,na,0.15837004,,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 4, Capa II-III",19.55269444,-97.49497222,,,1900,1350,,Cook in Mirambell and Arratia (2014),Cuadro 9.,n/a,n/a,1442,312,na,0.216366158,,,,,,,,,,,,,,,
Mexico,Puebla,Cantona,"Taller (workshop) 4, Capa III",19.55269444,-97.49497222,,,1900,1350,,Cook in Mirambell and Arratia (2014),Cuadro 9.,n/a,n/a,13050,767,na,0.058773946,,,,,,,,,,,,,,,
Mexico ,Teotihuacan Valley,San Mateo Workshop,8:S3E6,19.66325,-98.8271,Late Postclassic,Zocango,800,600,,Spence (1985),3,n/a,n/a,122,30,na,0.245901639,n/a,,,This zone was a workshop (here we are only counting fine blades),,,,,,,,,,,
Mexico ,Teotihuacan Valley,San Mateo Workshop,11:S3E6,19.66325,-98.8271,Late Postclassic,Zocango,800,600,,Spence (1985),3,n/a,n/a,187,27,na,0.144385027,n/a,,,This zone was a workshop (here we are only counting fine blades),,,,,,,,,,,
Mexico ,Teotihuacan Valley,San Mateo Workshop,12:S3E6,19.66325,-98.8271,Late Postclassic,Zocango,800,600,,Spence (1985),3,n/a,n/a,63,10,na,0.158730159,n/a,,,This zone was a workshop (here we are only counting fine blades),,,,,,,,,,,
Mexico ,Teotihuacan Valley,San Mateo Workshop,13:S3E6,19.66325,-98.8271,Late Postclassic,Zocango,800,600,,Spence (1985),3,n/a,n/a,343,65,na,0.189504373,n/a,,,This zone was a workshop (here we are only counting fine blades),,,,,,,,,,,
Mexico ,Teotihuacan Valley,San Mateo Workshop,16:S3E6,19.66325,-98.8271,Late Postclassic,Zocango,800,600,,Spence (1985),3,n/a,n/a,244,53,na,0.217213115,n/a,,,This zone was a workshop (here we are only counting fine blades),,,,,,,,,,,
Mexico ,Teotihuacan Valley,San Mateo Workshop,46:S3E6,19.66325,-98.8271,Late Postclassic,Zocango,800,600,,Spence (1985),3,n/a,n/a,448,n/a,na,,n/a,,,This zone was a workshop (here we are only counting fine blades),,,,,,,,,,,
Mexico,Chiapas,Cuauhtemoc,N/a,14.599318,-92.227205,Initial Formative,Barra,3850,3650,N/a,Stark (2016),"Table 2, Supplemental table 2",752,0,752,0,1,0,0,,,Called early late Classic on the paper cant find exact dates for this,,,,,,,,,,,
Mexico,Chiapas,Paso de la Amada,N/a,14.877735,-92.490777,Initial Formative,Locona,3650,3450,N/a,Stark (2016),"Table 2, Supplemental table 2.","16,755",0,"16,755",Missing Data,1,,,,,Couldn't find the date for the phase so used the period date ,,,,,,,,,,,
Mexico,Chiapas,Paso de la Amada (other Proveniences),N/a,14.877735,-92.490777,Initial Formative,Locona,3650,3450,N/a,Stark (2016),"Table 2, Supplemental table 2.",5923,0,5923,Missing Data,1,,,,,,,,,,,,,,,,
Mexico,Chiapas,Cuauhtemoc,N/a,14.599318,-92.227205,Initial Formative,Locona,3650,3450,N/a,Stark (2016),"Table 2, Supplemental table 2.",2126,0,2126,0,1,0,0,,,,,,,,,,,,,,
Mexico,Chiapas,"Conq 18, Early Conquista Complex",N/a,14.639763,-92.321783,Initial/Early Formative,Locona/Ocos,,,N/a,Stark (2016),"Table 2, Supplemental table 2.",25,Missing Data,25,0,1,0,0,,,,,,,,,,,,,,
Mexico,Chiapas,Cuauhtemoc,N/a,14.599318,-92.227205,Early Formative,Ocos,3450,3350,N/a,Stark (2016),"Table 2, Supplemental table 2.",702,0,702,0,1,0,0,,,,,,,,,,,,,,
Mexico,Chiapas,Paso de la Amada,N/a,14.877735,-92.490777,Early Formative,Ocos,3450,3350,N/a,Stark (2016),"Table 2, Supplemental table 2.",9096,0,9096,Missing Dara,1,,,,,,,,,,,,,,,,
Mexico,Chiapas,Paso de la Amada (other Proveniences),N/a,14.877735,-92.490777,Early Formative,Ocos,3450,3350,N/a,Stark (2016),"Table 2, Supplemental table 2.",18314,0,18314,Missing Dara,1,,,,,,,,,,,,,,,,
Mexico,Chiapas,Paso de la Amada,N/a,14.877735,-92.490777,Early Formative,Cherla,3350,3250,N/a,Stark (2016),"Table 2, Supplemental table 2.",6954,0,6954,1,1,0.000143802,0.000143802,,,,,,,,,,,,,,
Mexico,Chiapas,Paso de la Amada (other Proveniences),N/a,14.877735,-92.490777,Early Formative,Cherla,3350,3250,N/a,Stark (2016),"Table 2, Supplemental table 2.",49965,0,49965,Missing Data,1,,,,,,,,,,,,,,,,
Mexico,Chiapas,Cuauhtemoc,N/a,14.599318,-92.227205,Early Formative,Cherla,3350,3250,N/a,Stark (2016),"Table 2, Supplemental table 2.",499,0,499,0,1,0,0,,,,,,,,,,,,,,
Mexico,Chiapas,Cuauhtemoc,N/a,14.599318,-92.227205,Early Formative,Cuadros,3150,2950,N/a,Stark (2016),"Table 2, Supplemental table 2.",168,0,1680,0,10,0,0,,,,,,,,,,,,,,
Mexico,Chiapas,Cuauhtemoc,N/a,14.599318,-92.227205,Early Formative,Jocotal,2950,2900,N/a,Stark (2016),"Table 2, Supplemental table 2.",239,0,239,0,1,0,0,,,,,,,,,,,,,,
Mexico,Chiapas,Conq 18 & Conq1 Late Conquista Complex,N/a,14.639763,-92.321783,Early Formative,(Cuadros/Jocotal),,,N/a,Stark (2016),"Table 2, Supplemental table 2.",23,Missing Data,23,0,1,0,0,,,,,,,,,,,,,,
Mexico,Tabasco,Isla Alor (Huimanfuillo),N/a,18.13683056,-94.04713056,Early Formative,Missing Data,3450,2850,N/a,Stark (2016),"Table 2, Supplemental table 2.",77,1,40,8,0.519480519,0.2,0.103896104,,,,,,,,,,,,,,
Mexico,Veracruz,Paso de los Ortices,N/a,17.8331,-94.7551,Early Formative,Missing Data,3450,2850,N/a,Stark (2016),"Table 2, Supplemental table 2.",19,Missing Data,19,Missing Data,1,,,,,,,,,,,,,,,,
Mexico,Veracruz,"San Lorenzo(D5-9, D5-31, B3-5)",N/a,15.024775,-91.776593,Early Formative,Missing Data,3450,2850,N/a,Stark (2016),"Table 2, Supplemental table 2.",447,Missing Data,447,Missing Data,1,,,,,,,,,,,,,,,,
Mexico,Veracruz,Tres Zapotes,N/a,18.465627,-95.440017,Middle Formative,Tres Zapotes A&B,2950,2750,N/a,Stark (2016),"Table 2, Supplemental table 2.",179,0,179,2,1,0.011173184,0.011173184,,,,,,,,,,,,,,
Mexico,Chiapas,Cuauhtemoc,N/a,14.599318,-92.227205,Middle Formative,Conchas,2950,2750,N/a,Stark (2016),"Table 2, Supplemental table 2.",2221,0,2221,12,1,0.005402972,0.005402972,,,,,,,,,,,,,,
Mexico,Chiapas,Izapa,N/a,14.913819,-92.184442,Middle Formative,Escalon,2550,2350,N/a,Stark (2016),"Table 2, Supplemental table 2.",286,0,286,Missing Data,1,,,,,,,,,,,,,,,,
Mexico,Oaxaca,Cerro De la Cruz (Feature CC88 C-F5),N/a,16.09804722,-97.76768889,Late Formative,Minizundo,2350,2100,N/a,Stark (2016),"Table 2, Supplemental table 2.",76,2,74,5,0.973684211,0.067567568,0.065789474,,,,,,,,,,,,,,
Mexico,Oaxaca,Rio Viejo (Feature RV88 B-F50),N/a,16.1084,-97.73724444,Late Formative,Minizundo,2350,2100,N/a,Stark (2016),"Table 2, Supplemental table 2.",9,2,7,2,0.777777778,0.285714286,0.222222222,,,,,,,,,,,,,,
Mexico,Oaxaca,Cerro De la Cruz (Feature CC88 W-F7),N/a,16.09804722,-97.76768889,Late Formative,Minizundo,2350,2100,N/a,Stark (2016),"Table 2, Supplemental table 2.",0,0,0,0,0,,,,,,,,,,,,,,,,
Mexico,Oaxaca,San Francisco de Arribal (Operation 99F),N/a,16.15050278,-97.57361667,Late Formative,Minizundo,2350,2100,N/a,Stark (2016),"Table 2, Supplemental table 2.",230,16,214,73,0.930434783,0.341121495,0.317391304,,,,,,,,,,,,,,
Mexico,Veracruz,Tres Zapotes,N/a,18.465627,-95.440017,Late Formative,Hueyapan A,2350,2100,N/a,Stark (2016),"Table 2, Supplemental table 2.",28,0,28,5,1,0.178571429,0.178571429,,,,,,,,,,,,,,
Mexico,Veracruz,Tres Zapotes,N/a,18.465627,-95.440017,Late Formative,Hueyapan B,2350,2100,N/a,Stark (2016),"Table 2, Supplemental table 2.",60,0,60,12,1,0.2,0.2,,,,,,,,,,,,,,
Mexico,Veracruz,Tres Zapotes (Opperations 2B & 3B),N/a,18.465627,-95.440017,Terminal Formative,Nextepetl,2050,1650,N/a,Stark (2016),"Table 2, Supplemental table 2.",96,0,96,40,1,0.416666667,0.416666667,,,,,,,,,,,,,,
Mexico,Veracruz,Palo Errado Unit 4,N/a,18.423324,-95.508497,Terminal Formative,Missing Data,2052,1650,N/a,Stark (2016),"Table 2, Supplemental table 2.",54,0,54,35,1,0.648148148,0.648148148,,,,,,,,,,,,,,
Mexico,Chiapas,Izapa,N/a,14.913819,-92.184442,Terminal Formative and Early Classic,Jaritas,1750,1550,N/a,Stark (2016),"Table 2, Supplemental table 2.",485,Missing Data,485,34,1,0.070103093,0.070103093,,,,,,,,,,,,,,
Mexico,Veracruz,Palo Errado Unit 4,N/a,18.423324,-95.508497,Early Classic,Missing Data,1650,1350,N/a,Stark (2016),"Table 2, Supplemental table 2.",405,0,405,254,1,0.627160494,0.627160494,,,,,,,,,,,,,,
