Country,Region,Site,Zone ,Latitude (DD),Longitude (DD),Period,Phase,Start BP,End BP,Radiocarbon Dates (BP),Sourc(es),Table(s) Included,Total Chipped Stone,Total Chert ,Total Obsidian,Total Blade,Total Obstdion/Total Chipped Stone,Blade Ratio (Total Blades/Total Obsidian),Blade Ratio (Total Blades/Total Chipped Stone),,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(El Bosque),10L-18(IV/123),14.83980278,-89.14470556,Late Classic,Coner,1350,1050,n/a,Aoyama (1999),"A8,A9.",56,2,54,46,0.964285714,0.851851852,0.821428571,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(El Bosque),10L-19(IV/123),14.83980278,-89.14470556,Late Classic,Coner,1350,1050,n/a,Aoyama (1999),"A8,A9.",63,17,46,38,0.73015873,0.826086957,0.603174603,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(El Bosque),10L-5(IV/124),14.83952778,-89.14285556,Late Classic,Coner,1350,1050,n/a,Aoyama (1999),"A8,A9.",163,18,145,124,0.889570552,0.855172414,0.760736196,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(El Bosque),IV/139,14.83816389,-89.14556389,Late Classic,Coner,1350,1050,n/a,Aoyama (1999),"A8,A9.",24,4,20,15,0.833333333,0.75,0.625,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(El Bosque),11L-13(IV/155),14.83373611,-89.14203056,Late Classic,Coner,1350,1050,n/a,Aoyama (1999),"A8,A9.",79,16,63,30,0.797468354,0.476190476,0.379746835,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(PrincipalGroup),10L-2(IV/137),14.83724722,-89.14084722,Late Classic,Coner,1350,1050,n/a,Aoyama (1999),"A8,A9.",126,11,115,100,0.912698413,0.869565217,0.793650794,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(PrincipalGroup),10L-1(37/5),14.83821667,-89.14141111,Late Classic,Coner,1350,1050,n/a,Aoyama (1999),"A8,A9.",507,9,498,448,0.982248521,0.899598394,0.883629191,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(PrincipalGroup),10L-1(41/2),14.83821667,-89.14141111,Late Classic,Coner,1350,1050,n/a,Aoyama (1999),"A8,A9.",598,9,589,522,0.984949833,0.886247878,0.872909699,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(PrincipalGroup),"10L-1(10L-26-2nd, 37/5)",14.83821667,-89.14141111,Late Classic,Coner,1350,1050,n/a,Aoyama (1999),"A8,A9.",361,40,321,278,0.889196676,0.866043614,0.770083102,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(PrincipalGroup),10L-1(Carnegie),14.83821667,-89.14141111,Late Classic,Coner,1350,1050,n/a,Aoyama (1999),A9,134,,134,0,1,0,0,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(PrincipalGroup),10L-1(VI/10),14.83821667,-89.14141111,Late Classic,Coner,1350,1050,n/a,Aoyama (1999),"A8,A9.",68,4,64,54,0.941176471,0.84375,0.794117647,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(PrincipalGroup),10L-1(VI/11),14.83821667,-89.14141111,Late Classic,Coner,1350,1050,n/a,Aoyama (1999),"A8,A9.",33,2,31,24,0.939393939,0.774193548,0.727272727,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(PrincipalGroup),10L-1(41/5),14.83821667,-89.14141111,Late Classic,Coner,1350,1050,n/a,Aoyama (1999),"A8,A9.",313,32,281,269,0.897763578,0.957295374,0.85942492,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(PrincipalGroup),10L-1(39/1),14.83821667,-89.14141111,Late Classic,Coner,1350,1050,n/a,Aoyama (1999),"A8,A9.",591,20,571,537,0.966159052,0.940455342,0.908629442,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(PrincipalGroup),10L-1(44/3),14.83821667,-89.14141111,Late Classic,Coner,1350,1050,n/a,Aoyama (1999),A8,2,2,0,0,0,0,0,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(PrincipalGroup),10L-1(41/3),14.83821667,-89.14141111,Late Classic,Coner,1350,1050,n/a,Aoyama (1999),A9,112,0,112,71,1,0.633928571,0.633928571,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(El Bosque),11L-77(*58/1 Midden 1),14.83821667,-89.14141111,Early Postclassic ,Ejar,1050,850,n/a,Aoyama (1999),"9.1,9.2.",100,22,78,24,0.78,0.307692308,0.24,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(El Bosque),11L-77(*58/1 Midden 2),14.83821667,-89.14141111,Early Postclassic ,Ejar,1050,850,n/a,Aoyama (1999),"9.1,9.2.",85,42,43,11,0.505882353,0.255813953,0.129411765,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(El Bosque),11L-77(*58/1 Midden 3),14.83821667,-89.14141111,Early Postclassic ,Ejar,1050,850,n/a,Aoyama (1999),"9.1,9.2.",74,21,53,6,0.716216216,0.113207547,0.081081081,,,,,,,,,,,,,,
Honduras ,Copan Valley,Copan(El Bosque),11L-78(IV/83 Floor),14.83371111,-89.14248889,Early Postclassic ,Ejar,1050,850,n/a,Aoyama (1999),"9.1,9.2.",522,145,377,110,0.722222222,0.291777188,0.210727969,,,,,,,,,,,,,,
Guatemala,Pasión drainage site,Ceibal,N/a,16.89000833,-90.10330278,Late Classic ,,1350,1050,n/a,Aoyama (2017),Supplemental Table 6,n/a,n/a,119,102,na,0.857142857,n/a,,,,,,,,,,,,,,
Guatemala,Pasión drainage site,Ceibal,N/a,16.89000833,-90.10330278,Terminal Classic,,1050,850,n/a,Aoyama (2017),Supplemental Table 7,n/a,n/a,85,63,na,0.741176471,n/a,,,,,,,,,,,,,,
Mexico,Morelos,Xochicalco,Operation G,18.80073333,-99.29627778,Late Classic,n/a,1300,1050,1093±63,Hirth (2006),"2.2,3.2, 7.1,7.2,7.4,7.5,7.6,7.7",107595,603,"106,988",4,32288,0.994358474,0.301790855,,,,,Workshop,"dates from AD 650-900, called goberador(epiclassic period), selected operations GHIK becasue they have radiocarbon dates and a listed cronology insted of this large range range, look at table 12.2 for more info on sites",,,,,,,,
Mexico,Morelos,Xochicalco,Operation H,18.80066389,-99.29744444,Late Classic,n/a,1300,1050,1359±157,Hirth (2006),"2.2,3.2,6.1,6.2,",159592,13094,"136,826",9672,66385,0.857348739,0.485178256,,,,,Workshop,"three radiocarbon dates were listed from this area, I chose to use the onne with the largest range that covered the most dates listed",,,,,,,,
Mexico,Morelos,Xochicalco,Operation I,18.80074444,-99.2954,Late Classic,n/a,1300,1050,1166±89,Hirth (2006),"2.2,3.2,6.1,6.2,",63252,3390,59782,80,20899,0.945140075,0.349586832,,,,,Workshop,"four radiocarbon dates were listed from this area, I chose to use the one with the largest range that covered the most dates listed",,,,,,,,
Mexico,Morelos,Xochicalco,Operation K,18.80070833,-99.29485833,Late Classic,n/a,1300,1050,1288±84,Hirth (2006),"2.2,3.2,6.1,6.2,",38650,7349,27488,3813,13506,0.711203105,0.491341676,,,,,Workshop,"four radiocarbon dates were listed from this area, I chose to use the one with the largest range that covered the most dates listed",,,,,,,,
Mexico,Morelos,Xochicalco,Operation A,18.81086389,-99.29503056,Late Classic,n/a,1300,1050,n/a,Hirth (2006),"2.2,3.2,6.1,6.2,",33133,2056,31062,15,11127,0.937494341,0.358219046,,,,,Workshop,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A","Level 3, F.1",19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,n/a,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",25,1,24,20,0.96,0.833333333,0.8,,,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A","Level 4-5, F.1",19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,n/a,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",58,1,57,36,0.982758621,0.631578947,0.620689655,,,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A",Level 5,19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,n/a,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",278,5,273,172,0.982014388,0.63003663,0.618705036,,,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A",Level 8,19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,850±90,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",146,1,145,75,0.993150685,0.517241379,0.51369863,,,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A",Level 10,19.26472222,-98.8975,Early Postclassic,Early Toltec,1200,950,1230±70; 1390±90,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",920,0,920,400,1,0.434782609,0.434782609,,,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A",Level 12,19.26472222,-98.8975,Early Postclassic,Early Toltec,1200,950,1350±70,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",154,0,154,77,1,0.5,0.5,,,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A","Level 13-14, F.2",19.26472222,-98.8975,Early Postclassic,Early Toltec,1200,950,1420±110,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",153,0,153,73,1,0.477124183,0.477124183,,,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A","Level 13-14, F.3",19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,710±70,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",19,0,19,16,1,0.842105263,0.842105263,,,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A",Level 14,19.26472222,-98.8975,Early Postclassic,Early Toltec,1200,950,1230±70,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",353,4,349,184,0.988668555,0.52722063,0.521246459,,,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A",Level 15,19.26472222,-98.8975,Early Postclassic,Early Toltec,1200,950,1470±90,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",86,1,85,54,0.988372093,0.635294118,0.627906977,,,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit A",Level 17,19.26472222,-98.8975,Early Postclassic,Early Toltec,1200,950,1480±100,Hodge(2008),"2.1, 11.1, 11.2, 11.3.",64,0,64,29,1,0.453125,0.453125,,,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit B",Level 5,19.26472222,-98.8975,Late Postclassic,Late Aztec,550,431,n/a,Hodge(2008),"2.1, 11.1, 11.2, 11.4.",73,2,71,47,0.97260274,0.661971831,0.643835616,,,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit B",Level 6,19.26472222,-98.8975,Late Postclassic,Late Aztec,550,431,n/a,Hodge(2008),"2.1, 11.1, 11.2, 11.4.",278,1,277,174,0.996402878,0.628158845,0.625899281,,,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit B","Level 8-9, F.2",19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,n/a,Hodge(2008),"2.1, 11.2, 11.4.",25,0,25,17,1,0.68,0.68,,,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit B",Level 9,19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,580±60,Hodge(2008),"2.1, 11.2, 11.4.",485,5,480,325,0.989690722,0.677083333,0.670103093,,,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit B",Level 13,19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,590±60,Hodge(2008),"2.1, 11.1, 11.2, 11.4.",299,5,294,192,0.983277592,0.653061224,0.642140468,,,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit B",Level 14,19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,54±60,Hodge(2008),"2.1, 11.1, 11.2, 11.4.",218,3,215,106,0.986238532,0.493023256,0.486238532,,,,,,,,,,,,,,
Mexico,Basin of Mexico,"Chalco, Unit B",Level 16,19.26472222,-98.8975,Early Postclassic-Late Postclassic,Early Aztec,800,550,760±70,Hodge(2008),"2.1, 11.1, 11.2, 11.4.",351,5,346,192,0.985754986,0.554913295,0.547008547,,,,,,,,,,,,,,
Mexico ,Teotihuacan Valley,San Mateo Workshop,8:S3E6,19.66325,-98.8271,Late Postclassic,Zocango,800,600,n/a,Spence (1985),3,n/a,n/a,122,30,na,0.245901639,n/a,,,,,,,,,,,,,,
Mexico ,Teotihuacan Valley,San Mateo Workshop,11:S3E6,19.66325,-98.8271,Late Postclassic,Zocango,800,600,n/a,Spence (1985),3,n/a,n/a,187,27,na,0.144385027,n/a,,,,,,,,,,,,,,
Mexico ,Teotihuacan Valley,San Mateo Workshop,12:S3E6,19.66325,-98.8271,Late Postclassic,Zocango,800,600,n/a,Spence (1985),3,n/a,n/a,63,10,na,0.158730159,n/a,,,,,,,,,,,,,,
Mexico ,Teotihuacan Valley,San Mateo Workshop,13:S3E6,19.66325,-98.8271,Late Postclassic,Zocango,800,600,n/a,Spence (1985),3,n/a,n/a,343,65,na,0.189504373,n/a,,,,,,,,,,,,,,
Mexico ,Teotihuacan Valley,San Mateo Workshop,16:S3E6,19.66325,-98.8271,Late Postclassic,Zocango,800,600,n/a,Spence (1985),3,n/a,n/a,244,53,na,0.217213115,n/a,,,,,,,,,,,,,,
Mexico ,Teotihuacan Valley,San Mateo Workshop,46:S3E6,19.66325,-98.8271,Late Postclassic,Zocango,800,600,n/a,Spence (1985),3,n/a,n/a,448,n/a,na,,n/a,,,,,,,,,,,,,,
Mexico,Veracruz,Palo Errado Unit 4,N/a,18.423324,-95.508497,Late Classic,Missing Data,1350,1050,n/a,Stark (2016),"Table 2, Supplemental table 2.",104,0,104,77,1,0.740384615,0.740384615,,,,,,,,,,,,,,
Mexico,Veracruz,Palo Errado Unit 6,N/a,18.423324,-95.508497,Late Classic,Missing Data,1350,1050,n/a,Stark (2016),"Table 2, Supplemental table 2.",208,0,208,173,1,0.831730769,0.831730769,,,,,,,,,,,,,,
Mexico,Veracruz,Palo Errado Unit 12,N/a,18.423324,-95.508497,Late Classic,Missing Data,1350,1050,n/a,Stark (2016),"Table 2, Supplemental table 2.",140,0,140,116,1,0.828571429,0.828571429,,,,,,,,,,,,,,
Mexico,Oaxaca,Rio Viejo (Operation A F23/24 midden),N/a,16.1084,-97.73724444,Early Postclassic,Yugue,1050,750,n/a,Stark (2016),"Table 2, Supplemental table 2.",47,4,43,32,0.914893617,0.744186047,0.680851064,,,,,,,,,,,,,,
Mexico,Oaxaca,Rio Viejo (Operation A F14 midden),N/a,16.1084,-97.73724444,Early Postclassic,Yugue,1050,750,n/a,Stark (2016),"Table 2, Supplemental table 2.",13,2,11,10,0.846153846,0.909090909,0.769230769,,,,,,,,,,,,,,
Mexico,Oaxaca,Rio Viejo (Operation B neighborhood),N/a,16.1084,-97.73724444,Early Postclassic,Yugue,1050,750,n/a,Stark (2016),"Table 2, Supplemental table 2.",1117,56,1061,311,0.949865712,0.293119698,0.278424351,,,,,,,,,,,,,,
Mexico,Tabasco,Isla Alor (Huimanfuillo),N/a,18.13683056,-94.04713056,General Postclassic,Missing Data,1050,429,n/a,Stark (2016),"Table 2, Supplemental table 2.",242,2,240,230,0.991735537,0.958333333,0.950413223,,,,,,,,,,,,,,
Mexico,Oaxaca,San Francisco de Arriba (Operation 99J),N/a,16.15050278,-97.57361667,Late Postclassic,Yucudzaa,1150,429,n/a,Stark (2016),"Table 2, Supplemental table 2.",35,0,35,25,1,0.714285714,0.714285714,,,,,,,,,,,,,,
