Country,Region,Site,Zone ,Latitude (DD),Longitude (DD),Period,Phase,Start BP,End BP,Radiocarbon Dates (BP),Sourc(es),Table(s) Included,Total Chipped Stone,Total Chert ,Total Obsidian,Total Blade,Total Obstdion/Total Chipped Stone,Blade Ratio (Total Blades/Total Obsidian),Blade Ratio (Total Blades/Total Chipped Stone),,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368,K^1,18.08658889,-97.12970556,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"1,6,12",17,16,1,0,0.058823529,0,0,,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368e,K^1,18.08658889,-97.12970556,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"8,10",8,3,0,0,0,0,0,,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368,J,18.08658889,-97.12970556,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"1,6,12",4,2,2,2,0.5,1,0.5,,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368e,J,18.08658889,-97.12970556,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,10,6,,0,0,0,0,0,,,,,,,,,,,,,,
Mexico,Chiapas,Cuauhtemoc,N/a,14.599318,-92.227205,Early Formative,Ocos,3450,3350,N/a,Stark (2016),"Table 2, Supplemental table 2.",702,0,702,0,1,0,0,,,,,,,,,,,,,,
Mexico,Chiapas,Paso de la Amada,N/a,14.877735,-92.490777,Early Formative,Ocos,3450,3350,N/a,Stark (2016),"Table 2, Supplemental table 2.",9096,0,9096,Missing Dara,1,n/a,n/a,,,,,,,,,,,,,,
Mexico,Chiapas,Paso de la Amada (other Proveniences),N/a,14.877735,-92.490777,Early Formative,Ocos,3450,3350,N/a,Stark (2016),"Table 2, Supplemental table 2.",18314,0,18314,Missing Dara,1,n/a,n/a,,,,,,,,,,,,,,
Mexico,Chiapas,Paso de la Amada,N/a,14.877735,-92.490777,Early Formative,Cherla,3350,3250,N/a,Stark (2016),"Table 2, Supplemental table 2.",6954,0,6954,1,1,0.000143802,0.000143802,,,,,,,,,,,,,,
Mexico,Chiapas,Paso de la Amada (other Proveniences),N/a,14.877735,-92.490777,Early Formative,Cherla,3350,3250,N/a,Stark (2016),"Table 2, Supplemental table 2.",49965,0,49965,Missing Data,1,n/a,n/a,,,,,,,,,,,,,,
Mexico,Chiapas,Cuauhtemoc,N/a,14.599318,-92.227205,Early Formative,Cherla,3350,3250,N/a,Stark (2016),"Table 2, Supplemental table 2.",499,0,499,0,1,0,0,,,,,,,,,,,,,,
Mexico,Chiapas,Cuauhtemoc,N/a,14.599318,-92.227205,Early Formative,Cuadros,3150,2950,N/a,Stark (2016),"Table 2, Supplemental table 2.",168,0,1680,0,10,0,0,,,,,,,,,,,,,,
Mexico,Chiapas,Cuauhtemoc,N/a,14.599318,-92.227205,Early Formative,Jocotal,2950,2900,N/a,Stark (2016),"Table 2, Supplemental table 2.",239,0,239,0,1,0,0,,,,,,,,,,,,,,
Mexico,Tabasco,Isla Alor (Huimanfuillo),N/a,18.13683056,-94.04713056,Early Formative,Missing Data,3450,2850,N/a,Stark (2016),"Table 2, Supplemental table 2.",77,1,40,8,0.519480519,0.2,0.103896104,,,,,,,,,,,,,,
Mexico,Veracruz,Paso de los Ortices,N/a,17.8331,-94.7551,Early Formative,Missing Data,3450,2850,N/a,Stark (2016),"Table 2, Supplemental table 2.",19,Missing Data,19,Missing Data,1,n/a,n/a,,,,,,,,,,,,,,
Mexico,Veracruz,"San Lorenzo(D5-9, D5-31, B3-5)",N/a,15.024775,-91.776593,Early Formative,Missing Data,3450,2850,N/a,Stark (2016),"Table 2, Supplemental table 2.",447,Missing Data,447,Missing Data,1,n/a,n/a,,,,,,,,,,,,,,
